date,time,time_control,white_name,white_rating,white_result,white_bool,black_name,black_rating,black_result,black_bool,eco_code,eco_name,pgn_score,pgn_string,url
2015-12-15,21:57:21,1/259200,alchmestronomical,1200,timeout,0.0,1RP2,1200,win,1.0,A00,Polish-Opening-1...e5,"['1.', 'b4']",1. b4 ,https://www.chess.com/game/daily/124333200
2015-12-15,07:42:10,1/259200,1RP2,1424,win,1.0,vitiakoz,1316,checkmated,0.0,C40,Kings-Pawn-Opening-Kings-Knight-McConnell-Defense,"['1.', 'e4', 'Nf3', 'Qf6', 'Bb4+', '4.', '5.', 'Bc4', 'b4', 'Bb6', 'Qg6', '8.', '9.', 'h3', 'Bxe7', 'Kxe7', 'Qg5', '12.', '13.', 'exf5', 'Re1+', 'Kd8', 'Nc6', '16.', '17.', 'Rf1', 'Nc3', 'Bxc3', 'Bxb4', '20.', '21.', 'Rxc6', 'Qxb4', 'a6', 'Kd7', '24.', '25.', 'Be4', 'Qc2', 'd5', 'Rb2', '28.', '29.', 'h4', 'Bg4+', 'f5', 'h6', '32.', '33.', 'Qb3', 'Qa4', 'g5', 'Rb6', '36.', '37.', 'Bxc6', 'Qxc6', 'gxh4', '1-0']",1. e4 Nf3 Qf6 Bb4+ 4. 5. Bc4 b4 Bb6 Qg6 8. 9. h3 Bxe7 Kxe7 Qg5 12. 13. exf5 Re1+ Kd8 Nc6 16. 17. Rf1 Nc3 Bxc3 Bxb4 20. 21. Rxc6 Qxb4 a6 Kd7 24. 25. Be4 Qc2 d5 Rb2 28. 29. h4 Bg4+ f5 h6 32. 33. Qb3 Qa4 g5 Rb6 36. 37. Bxc6 Qxc6 gxh4 1-0 ,https://www.chess.com/game/daily/124358298
2015-12-19,19:30:18,1/259200,vitiakoz,1271,resigned,0.0,1RP2,1495,win,1.0,C24,Bishops-Opening-Berlin-Defense-3.d3,"['1.', 'e4', 'Bc4', 'Nf6', 'h6', '4.', '5.', 'Nc3', 'Bd2', 'd6', 'Bxc3', '8.', '9.', 'Bb5', 'h3', 'Be6', 'exd4', '12.', '13.', 'Ba4', 'Bb3', 'Nxe4', 'Rg8', '16.', '17.', 'Qd3', 'Qf1', 'Bxh3', 'Qe7', '20.', '21.', 'Bg5', 'Kxe2', 'Nxh1+', 'Rxg5', '24.', '25.', 'Kf2', 'Bd5', 'Bg4', 'Rf8', '28.', '29.', 'Rh4', 'Rh1', 'Nd4+', 'Nxc2+', '32.', '33.', 'Kc3', 'Kb2', 'Bg6']",1. e4 Bc4 Nf6 h6 4. 5. Nc3 Bd2 d6 Bxc3 8. 9. Bb5 h3 Be6 exd4 12. 13. Ba4 Bb3 Nxe4 Rg8 16. 17. Qd3 Qf1 Bxh3 Qe7 20. 21. Bg5 Kxe2 Nxh1+ Rxg5 24. 25. Kf2 Bd5 Bg4 Rf8 28. 29. Rh4 Rh1 Nd4+ Nxc2+ 32. 33. Kc3 Kb2 Bg6 ,https://www.chess.com/game/daily/124603142
2015-12-21,20:53:41,1/259200,1RP2,1539,win,1.0,vitiakoz,1284,checkmated,0.0,D00,Queens-Pawn-Opening-Chigorin-Variation,"['1.', 'd4', 'Nc3', 'e6', 'c6', '4.', '5.', 'e3', 'Bd3', 'Be7', 'O-O', '8.', '9.', 'h3', 'Qe2', 'Nb6', 'dxe4', '12.', '13.', 'Bxe4', 'Ne5', 'b4', 'Bxd3', '16.', '17.', 'bxa3', 'Bd2', 'Bd6', 'Nf6', '20.', '21.', 'Ng4', 'Nh6+', 'Kh8', 'g6', '24.', '25.', 'Qf6#']",1. d4 Nc3 e6 c6 4. 5. e3 Bd3 Be7 O-O 8. 9. h3 Qe2 Nb6 dxe4 12. 13. Bxe4 Ne5 b4 Bxd3 16. 17. bxa3 Bd2 Bd6 Nf6 20. 21. Ng4 Nh6+ Kh8 g6 24. 25. Qf6# ,https://www.chess.com/game/daily/124738514
2015-12-26,22:09:56,1/259200,vitiakoz,1274,resigned,0.0,1RP2,1568,win,1.0,C24,Bishops-Opening-Berlin-Defense,"['1.', 'e4', 'Bc4', 'Nf6', 'Nc6', '4.', '5.', 'Nh3', 'O-O', 'd6', 'Bg4', '8.', '9.', 'd4', 'cxd4', 'Nxd4', 'Be2', '12.', '13.', 'Kxf1']",1. e4 Bc4 Nf6 Nc6 4. 5. Nh3 O-O d6 Bg4 8. 9. d4 cxd4 Nxd4 Be2 12. 13. Kxf1 ,https://www.chess.com/game/daily/125077128
2015-12-29,19:23:09,1/259200,1RP2,1452,checkmated,0.0,vitiakoz,1298,win,1.0,D00,Queens-Pawn-Opening-Chigorin-Variation-2...Nf6-3.Bf4,"['1.', 'd4', 'Nc3', 'Nf6', 'Nc6', '4.', '5.', 'Bd3', 'a3', 'Bxc3+', 'O-O', '8.', '9.', 'Qg3', 'Qf3', 'Nxf4', 'c5', '12.', '13.', 'Nf3', 'O-O', 'e5', 'Kxh7', '16.', '17.', 'Qg3', 'Rad1', 'Qxg3', 'd4', '20.', '21.', 'exd4', 'Rf4', 'Rad8', 'Bxc2', '24.', '25.', 'Rdf2', 'h4', 'Rxd4', 'Kh6', '28.', '29.', 'Rf5+', 'R5f3', 'Bd5', 'Ne5', '32.', '33.', 'Rb5', 'c6', 'Rd1#']",1. d4 Nc3 Nf6 Nc6 4. 5. Bd3 a3 Bxc3+ O-O 8. 9. Qg3 Qf3 Nxf4 c5 12. 13. Nf3 O-O e5 Kxh7 16. 17. Qg3 Rad1 Qxg3 d4 20. 21. exd4 Rf4 Rad8 Bxc2 24. 25. Rdf2 h4 Rxd4 Kh6 28. 29. Rf5+ R5f3 Bd5 Ne5 32. 33. Rb5 c6 Rd1# ,https://www.chess.com/game/daily/125283210
2016-01-02,20:44:00,1/259200,vitiakoz,1318,win,1.0,1RP2,1370,resigned,0.0,A04,Reti-Opening-Pirc-Invitation,"['1.', 'Nf3', 'd3', 'h6', 'e5', '4.', '5.', 'Nfd2', 'Nc3', 'Nf6', 'b6', '8.', '9.', 'e3', 'exf4', 'O-O', 'Nc6', '12.', '13.', 'Nb5', 'Nxf3', 'exf3', 'Bg4', '16.', '17.', 'Qe3', 'Nd4', 'Qd7', 'Rae8', '20.', '21.', 'Nxe2', 'Rd1', 'Ne4', 'Rg6', '24.', '25.', 'h3', 'h4', 'Qg4', 'Re8', '28.', '29.', 'Rde1', 'Rxe8+', 'Qxe8', 'c4', '32.', '33.', 'Re1', 'Re7', 'Qd8', 'Rf6', '36.', '37.', 'Qd7', 'Rxd7', 'Kf8', 'Ke7', '40.', '41.', 'b3', 'axb3', 'Ng4', 'Nf6', '44.', '45.', 'Rb5', 'Kf3', 'f5', 'Rc6', '48.', '49.', 'Re5+', 'h5', 'Kg7', 'Rxg6', '52.']",1. Nf3 d3 h6 e5 4. 5. Nfd2 Nc3 Nf6 b6 8. 9. e3 exf4 O-O Nc6 12. 13. Nb5 Nxf3 exf3 Bg4 16. 17. Qe3 Nd4 Qd7 Rae8 20. 21. Nxe2 Rd1 Ne4 Rg6 24. 25. h3 h4 Qg4 Re8 28. 29. Rde1 Rxe8+ Qxe8 c4 32. 33. Re1 Re7 Qd8 Rf6 36. 37. Qd7 Rxd7 Kf8 Ke7 40. 41. b3 axb3 Ng4 Nf6 44. 45. Rb5 Kf3 f5 Rc6 48. 49. Re5+ h5 Kg7 Rxg6 52. ,https://www.chess.com/game/daily/125593956
2016-01-11,15:39:44,1/259200,1RP2,1414,win,1.0,vitiakoz,1317,resigned,0.0,C24,Bishops-Opening-Berlin-Defense-3.d3-Bc5,"['1.', 'e4', 'Bc4', 'Nf6', 'Bc5', '4.', '5.', 'Bg5', 'c3', 'Bg4', 'Bxf3', '8.', '9.', 'Bxf6', 'Nd2', 'O-O-O', 'Bb6', '12.', '13.', 'b5', 'Qg4+', 'Rd7', 'g6', '16.', '17.', 'Bxa6', 'Qe2', 'Ba5', 'Bxc3', '20.', '21.', 'Rfc1', 'Nb6+', 'Bxb6', 'Kd8', '24.', '25.', 'Rac6', 'a5', 'Kd8', 'Ra8', '28.', '29.', 'Qb3', 'Qb7', 'Rc8', 'Rd6', '32.', '33.', 'Qxa8+', 'Rxc7+', 'Ke6']",1. e4 Bc4 Nf6 Bc5 4. 5. Bg5 c3 Bg4 Bxf3 8. 9. Bxf6 Nd2 O-O-O Bb6 12. 13. b5 Qg4+ Rd7 g6 16. 17. Bxa6 Qe2 Ba5 Bxc3 20. 21. Rfc1 Nb6+ Bxb6 Kd8 24. 25. Rac6 a5 Kd8 Ra8 28. 29. Qb3 Qb7 Rc8 Rd6 32. 33. Qxa8+ Rxc7+ Ke6 ,https://www.chess.com/game/daily/126298828
2016-01-12,20:26:51,1/259200,vitiakoz,1309,repetition,0.5,1RP2,1401,repetition,0.5,B00,Nimzowitsch-Defense-Kennedy-Variation,"['1.', 'e4', 'd4', 'Nc6', 'exd4', '4.', '5.', 'c3', 'Be3', 'Nh6', 'Bxe3', '8.', '9.', 'Be2', 'Nd2', 'Qg5', 'Bg4', '12.', '13.', 'Rf2', 'h3', 'Bxf3', 'Qh4', '16.', '17.', 'Rd1', 'Rfd2', 'Qxd7', 'Rac8', '20.', '21.', 'Rxe8+', 'Rxc7', 'Rb8', 'Nxg4', '24.', '25.', 'Kf2', 'Kf3', 'g5', 'Kg6', '28.', '29.', 'Ke6', 'Re7', 'Rxe7+', 'f5', '32.', '33.', 'Kd6', 'Kc7', 'h4', 'c5', '36.', '37.', 'Kxa5', 'Kb4', 'Kg3', 'Kxg2', '40.', '41.', 'a6', 'a7', 'h1=Q', 'Kh2', '44.', '45.', 'Qa8+', 'Qb8+', 'Kg2', 'Kh2', '48.', '49.', 'Qd7+', 'Qh7+', 'Kg2', 'Kh2', '52.', '53.', 'Qe3+', 'Qg1+', 'Qg2', 'Qf3', '56.', '57.', 'Qe3+', 'Qg1+', '1/2-1/2']",1. e4 d4 Nc6 exd4 4. 5. c3 Be3 Nh6 Bxe3 8. 9. Be2 Nd2 Qg5 Bg4 12. 13. Rf2 h3 Bxf3 Qh4 16. 17. Rd1 Rfd2 Qxd7 Rac8 20. 21. Rxe8+ Rxc7 Rb8 Nxg4 24. 25. Kf2 Kf3 g5 Kg6 28. 29. Ke6 Re7 Rxe7+ f5 32. 33. Kd6 Kc7 h4 c5 36. 37. Kxa5 Kb4 Kg3 Kxg2 40. 41. a6 a7 h1=Q Kh2 44. 45. Qa8+ Qb8+ Kg2 Kh2 48. 49. Qd7+ Qh7+ Kg2 Kh2 52. 53. Qe3+ Qg1+ Qg2 Qf3 56. 57. Qe3+ Qg1+ 1/2-1/2 ,https://www.chess.com/game/daily/126311276
2016-01-13,19:54:28,1/259200,1RP2,1430,win,1.0,vitiakoz,1304,resigned,0.0,B07,Pirc-Defense-2.d4,"['1.', 'd4', 'e4', 'e6', 'Nf6', '4.', '5.', 'Bxf6', 'e5', 'Qf5', 'Qg4', '8.', '9.', 'h3', 'g4', 'Qg5', 'hxg5', '12.', '13.', 'a3', 'Nc3', 'dxe5', 'Nd7', '16.', '17.', 'O-O-O', 'h4', 'c5', 'Rac8', '20.', '21.', 'Rh6', 'Ne4', 'Nxe5', 'Nxg4', '24.', '25.', 'Qe5+', 'gxf6+', 'Bxf6', 'Kg8', '1-0']",1. d4 e4 e6 Nf6 4. 5. Bxf6 e5 Qf5 Qg4 8. 9. h3 g4 Qg5 hxg5 12. 13. a3 Nc3 dxe5 Nd7 16. 17. O-O-O h4 c5 Rac8 20. 21. Rh6 Ne4 Nxe5 Nxg4 24. 25. Qe5+ gxf6+ Bxf6 Kg8 1-0 ,https://www.chess.com/game/daily/126389072
2016-01-14,08:32:57,1/259200,vitiakoz,1314,win,1.0,1RP2,1382,resigned,0.0,C44,Ponziani-Opening,"['1.', 'e4', 'Nf3', 'Nc6', 'a6', '4.', '5.', 'd4', 'cxd4', 'Bb4+', 'Bxd2+', '8.', '9.', 'Ne5', 'Ndxc4', 'b5', 'd6', '12.', '13.', 'O-O', 'h3', 'O-O', 'Qd8', '16.', '17.', 'Nxc7', 'Nxa6', 'Qf6', 'Qg6', '20.', '21.', 'Nf3', 'Kh2', 'Rxc1', 'Qe4', '24.', '25.', 'Nc6', 'Qc3', 'f6', 'Nf7', '28.', '29.', 'Ne7+', 'Qxe7', 'Bxh3', 'Qf5', '32.', '33.', 'Kg2', 'Kf1', 'Qxh4', 'Kh7', '36.', '37.', 'Ke2', 'Rg1', 'Qc2+', 'Qf5+', '40.', '41.', 'f3']",1. e4 Nf3 Nc6 a6 4. 5. d4 cxd4 Bb4+ Bxd2+ 8. 9. Ne5 Ndxc4 b5 d6 12. 13. O-O h3 O-O Qd8 16. 17. Nxc7 Nxa6 Qf6 Qg6 20. 21. Nf3 Kh2 Rxc1 Qe4 24. 25. Nc6 Qc3 f6 Nf7 28. 29. Ne7+ Qxe7 Bxh3 Qf5 32. 33. Kg2 Kf1 Qxh4 Kh7 36. 37. Ke2 Rg1 Qc2+ Qf5+ 40. 41. f3 ,https://www.chess.com/game/daily/126495522
2016-01-18,20:09:36,1/259200,1RP2,1408,win,1.0,vitiakoz,1308,resigned,0.0,C50,Giuoco-Piano-Game-Giuoco-Pianissimo-Variation-4...Nf6,"['1.', 'e4', 'Nf3', 'Nc6', 'Nf6', '4.', '5.', 'h3', 'Bg5', 'Be6', 'fxe6', '8.', '9.', 'O-O', 'Nh4', 'O-O-O', 'Bb6', '12.', '13.', 'dxe4', 'Raxd1', 'Rxd1', 'Nxe4', '16.', '17.', 'Re1', 'Bxb6', 'axb6', 'Nd4', '20.', '21.', 'Nf3', 'Rxd5', 'exd5', 'Nb4', '24.', '25.', 'f4', 'Nf5+', 'Kc5', 'd4', '28.', '29.', 'Nxd4', 'f5', 'Nd5', 'h6', '32.', '33.', 'Kh4', 'bxc6', 'bxc6', 'hxg5+', '36.', '37.', 'Nc4+']",1. e4 Nf3 Nc6 Nf6 4. 5. h3 Bg5 Be6 fxe6 8. 9. O-O Nh4 O-O-O Bb6 12. 13. dxe4 Raxd1 Rxd1 Nxe4 16. 17. Re1 Bxb6 axb6 Nd4 20. 21. Nf3 Rxd5 exd5 Nb4 24. 25. f4 Nf5+ Kc5 d4 28. 29. Nxd4 f5 Nd5 h6 32. 33. Kh4 bxc6 bxc6 hxg5+ 36. 37. Nc4+ ,https://www.chess.com/game/daily/126763556
2016-01-20,08:46:26,1/259200,cybergo,1419,win,1.0,1RP2,1379,resigned,0.0,D20,Queens-Gambit-Accepted-Old-Variation,"['1.', 'd4', 'c4', 'dxc4', 'b5', '4.', '5.', 'Bxc4', 'Nf3', 'Bd6', 'Nf6', '8.', '9.', 'Bd2', 'Ne5', 'Nh5', 'Bb7', '12.', '13.', 'Qe2', 'e4', 'Qf6', 'e5', '16.', '17.', 'Bxb4', 'Bc3', 'Nd7', 'Nxe5', '20.', '21.', 'Qxf3', 'Nd2', 'Rad8', 'Rd7', '24.', '25.', 'fxg6', 'Qh3', 'Qc5+', 'Qh5', '28.', '29.', 'Be2', 'Bf3', 'h3', 'hxg2+', '32.', '33.', 'Kxg2', 'Kf2', 'Rd3', 'Rh3', '36.', '37.', 'Rd3', 'Re3', 'f5', 'Rh7', '40.', '41.', 'Rxf5', 'Rg3', '1-0']",1. d4 c4 dxc4 b5 4. 5. Bxc4 Nf3 Bd6 Nf6 8. 9. Bd2 Ne5 Nh5 Bb7 12. 13. Qe2 e4 Qf6 e5 16. 17. Bxb4 Bc3 Nd7 Nxe5 20. 21. Qxf3 Nd2 Rad8 Rd7 24. 25. fxg6 Qh3 Qc5+ Qh5 28. 29. Be2 Bf3 h3 hxg2+ 32. 33. Kxg2 Kf2 Rd3 Rh3 36. 37. Rd3 Re3 f5 Rh7 40. 41. Rxf5 Rg3 1-0 ,https://www.chess.com/game/daily/126942444
2016-01-23,08:33:37,1/259200,1RP2,1379,checkmated,0.0,cybergo,1419,win,1.0,D00,Queens-Pawn-Opening-Accelerated-London-System,"['1.', 'd4', 'Bf4', 'Nf6', 'e6', '4.', '5.', 'Bd3', 'Nf3', 'Nh5', 'f6', '8.', '9.', 'exf4', 'g3', 'a6', 'Kf7', '12.', '13.', 'h5', 'hxg6+', 'hxg6', 'f5', '16.', '17.', 'Nxg6', 'Qh5+', 'Kf6', 'Ke7', '20.', '21.', 'Rh7+', 'Qh5', 'Nxd4', 'Bd7', '24.', '25.', 'Rxh8', 'Qg2', 'Qg7', 'b5', '28.', '29.', 'Ne2', 'Bxe2', 'Bxb2+', 'Qc3#', '0-1']",1. d4 Bf4 Nf6 e6 4. 5. Bd3 Nf3 Nh5 f6 8. 9. exf4 g3 a6 Kf7 12. 13. h5 hxg6+ hxg6 f5 16. 17. Nxg6 Qh5+ Kf6 Ke7 20. 21. Rh7+ Qh5 Nxd4 Bd7 24. 25. Rxh8 Qg2 Qg7 b5 28. 29. Ne2 Bxe2 Bxb2+ Qc3# 0-1 ,https://www.chess.com/game/daily/127166196
2016-01-22,20:40:36,1/259200,vitiakoz,1318,checkmated,0.0,1RP2,1402,win,1.0,C46,Three-Knights-Opening,"['1.', 'e4', 'Nf3', 'Nc6', 'Bc5', '4.', '5.', 'd3', 'Bg5', 'h6', 'a5', '8.', '9.', 'Nxg5', 'Kxf2', 'd6', 'Nxd5', '12.', '13.', 'Bg3', 'Kg1', 'Be6', 'Bxd5', '16.', '17.', 'Rf1', 'Rf2', 'f5', 'f4', '20.', '21.', 'Kxg3', 'Kxf2', 'Qf6+', 'Nc2+', '24.', '25.', 'Ke2', 'g3', 'Qg7', 'Nf6', '28.', '29.', 'Qf5', 'Qxg5+', 'Qg7', 'Nh5', '32.', '33.', 'Kd1', 'Kc2', 'Nxd3', 'Nc5+', '36.', '37.', 'b3', 'Rg1', 'b4+', 'axb4+', '40.', '41.', 'Ka1', 'Qa7', 'Rf7', 'Kg7', '44.', '45.', 'Qb8', 'Qb5', 'Qe4', 'Qd4+', '48.', '49.', 'Qb7+', 'Qa6', 'c5', 'e4', '52.', '53.', 'Rxf7+', 'Qc4+', 'Qxc4', 'Nb4', '56.', '57.', 'Kd2', 'Ke3', 'd5', 'c4', '60.', '61.', 'd7', 'a6', 'c2', 'Kf4', '64.', '65.', 'Kxc2', 'Kd1', 'e2+', 'Ke3', '68.', '0-1']",1. e4 Nf3 Nc6 Bc5 4. 5. d3 Bg5 h6 a5 8. 9. Nxg5 Kxf2 d6 Nxd5 12. 13. Bg3 Kg1 Be6 Bxd5 16. 17. Rf1 Rf2 f5 f4 20. 21. Kxg3 Kxf2 Qf6+ Nc2+ 24. 25. Ke2 g3 Qg7 Nf6 28. 29. Qf5 Qxg5+ Qg7 Nh5 32. 33. Kd1 Kc2 Nxd3 Nc5+ 36. 37. b3 Rg1 b4+ axb4+ 40. 41. Ka1 Qa7 Rf7 Kg7 44. 45. Qb8 Qb5 Qe4 Qd4+ 48. 49. Qb7+ Qa6 c5 e4 52. 53. Rxf7+ Qc4+ Qxc4 Nb4 56. 57. Kd2 Ke3 d5 c4 60. 61. d7 a6 c2 Kf4 64. 65. Kxc2 Kd1 e2+ Ke3 68. 0-1 ,https://www.chess.com/game/daily/127059344
2016-01-29,21:15:29,1/259200,1RP2,1421,win,1.0,vitiakoz,1307,resigned,0.0,A41,Queens-Pawn-Opening-1...d6,"['1.', 'd4', 'Nc3', 'Nf6', 'e6', '4.', '5.', 'a3', 'b4', 'Bd6', 'Bxe5', '8.', '9.', 'Nf3', 'Nb5', 'cxb4', 'Kf8', '12.', '13.', 'Ndxf7', 'Qf3', 'Qe7', 'Qxb4+', '16.', '17.', 'Ra4', 'Nxf7', 'Rg8', 'Ke8', '20.', '21.', 'Rf4', 'Qh5+', 'Kd7', 'b6', '1-0']",1. d4 Nc3 Nf6 e6 4. 5. a3 b4 Bd6 Bxe5 8. 9. Nf3 Nb5 cxb4 Kf8 12. 13. Ndxf7 Qf3 Qe7 Qxb4+ 16. 17. Ra4 Nxf7 Rg8 Ke8 20. 21. Rf4 Qh5+ Kd7 b6 1-0 ,https://www.chess.com/game/daily/127582058
2016-01-30,09:58:30,1/259200,vitiakoz,1317,agreed,0.5,1RP2,1414,agreed,0.5,C47,Four-Knights-Game-Italian-Variation,"['1.', 'e4', 'Nf3', 'Nc6', 'Nf6', '4.', '5.', 'd3', 'Nh4', 'd6', 'Ng4', '8.', '9.', 'exf5', 'h3', 'Bxf2+', 'Qg3', '12.', '13.', 'hxg4', 'Nd5', 'O-O-O', 'Bb6', '16.', '17.', 'Bxf7', 'Bd5', 'Ne7', 'd5', '20.', '21.', 'fxg6', 'a4', 'c6', 'Nh4', '24.', '25.', 'bxc6', 'c4', 'Nxf3', 'h5', '28.', '29.', 'dxe4', 'Bb2', 'Rh7', 'Kb7', '32.', '33.', 'Bg3', 'Rfc1', 'c5', 'Rxh5+', '36.', '37.', 'axb6', 'Kf3', 'Rb2', 'Rb3+', '40.', '41.', 'Rh7+', 'Rh6+', 'Kb7', 'Rbe3+', '44.', '45.', 'Rxh3', 'Rxc5', 'Kb6', 'Kc6', '48.', '49.', 'Kd3', 'Kd4', 'Rh4+', 'Rh3+', '52.', '53.', 'Rc5+', 'Rg5', 'Rb1+', 'Rc1+', '56.', '57.', 'Ke2', 'Kd3', 'Rd1+', 'Re1+', '60.', '61.', 'Ke6', 'Kd5', 'Rd1+', 'Rc1', '64.', '65.', 'Ke4', 'Kd3', 'Rd1+', 'Rd8', '68.', '69.', 'Rb5', 'Kb2', '1/2-1/2']",1. e4 Nf3 Nc6 Nf6 4. 5. d3 Nh4 d6 Ng4 8. 9. exf5 h3 Bxf2+ Qg3 12. 13. hxg4 Nd5 O-O-O Bb6 16. 17. Bxf7 Bd5 Ne7 d5 20. 21. fxg6 a4 c6 Nh4 24. 25. bxc6 c4 Nxf3 h5 28. 29. dxe4 Bb2 Rh7 Kb7 32. 33. Bg3 Rfc1 c5 Rxh5+ 36. 37. axb6 Kf3 Rb2 Rb3+ 40. 41. Rh7+ Rh6+ Kb7 Rbe3+ 44. 45. Rxh3 Rxc5 Kb6 Kc6 48. 49. Kd3 Kd4 Rh4+ Rh3+ 52. 53. Rc5+ Rg5 Rb1+ Rc1+ 56. 57. Ke2 Kd3 Rd1+ Re1+ 60. 61. Ke6 Kd5 Rd1+ Rc1 64. 65. Ke4 Kd3 Rd1+ Rd8 68. 69. Rb5 Kb2 1/2-1/2 ,https://www.chess.com/game/daily/127693980
2016-02-04,14:28:09,1/259200,1RP2,1385,resigned,0.0,vitiakoz,1320,win,1.0,D00,Queens-Pawn-Opening-Accelerated-London-System,"['1.', 'd4', 'Bf4', 'Nc6', 'Nf6', '4.', '5.', 'Bd3', 'g4', 'Bxd3', 'e6', '8.', '9.', 'b4', 'Nc3', 'a6', 'Na7', '12.', '13.', 'Ne5', 'Rc1', 'c6', 'Nb5', '16.', '17.', 'a4', 'f3', 'g5', 'h5', '20.', '21.', 'hxg4', 'a5', 'Nh7', 'f6', '24.', '25.', 'Nxf8', 'Qb3', 'f5', 'fxg4', '28.', '29.', 'Kg2', 'Kf2', 'Rh3', 'gxh3', '32.', '33.', 'Rg3', 'Qd1', 'Qf7', 'Qh5', '36.', '37.', 'Rg2', 'Qf2', 'Ke7', 'Rf8', '40.', '41.', 'Qf4', 'exf4', 'Rg8', 'Nh4', '44.', '45.', 'Rg1']",1. d4 Bf4 Nc6 Nf6 4. 5. Bd3 g4 Bxd3 e6 8. 9. b4 Nc3 a6 Na7 12. 13. Ne5 Rc1 c6 Nb5 16. 17. a4 f3 g5 h5 20. 21. hxg4 a5 Nh7 f6 24. 25. Nxf8 Qb3 f5 fxg4 28. 29. Kg2 Kf2 Rh3 gxh3 32. 33. Rg3 Qd1 Qf7 Qh5 36. 37. Rg2 Qf2 Ke7 Rf8 40. 41. Qf4 exf4 Rg8 Nh4 44. 45. Rg1 ,https://www.chess.com/game/daily/128144476
2016-02-09,20:30:45,1/259200,vitiakoz,1318,checkmated,0.0,1RP2,1403,win,1.0,C47,Four-Knights-Game-Italian-Variation,"['1.', 'e4', 'Nf3', 'Nc6', 'Nf6', '4.', '5.', 'd3', 'Nh4', 'd6', 'Nd4', '8.', '9.', 'Nf3', 'O-O', 'Bg4', 'Nxf3+', '12.', '13.', 'Re1', 'Be3', 'Bxe3', 'Nh5', '16.', '17.', 'Ng3', 'd4', 'exd4', 'O-O', '20.', '21.', 'Be2', 'Bd1', 'Rae8', 'Ne6', '24.', '25.', 'Qb6', 'Re2', 'Nf4', 'd3', '28.', '29.', 'Qxb5', 'Bxc2', 'Rxc2', 'Rd8', '32.', '33.', 'a6', 'a7', 'Rc1+', 'Rxa1', '36.', '37.', 'Ra4', 'Ke2', 'Nc1+', 'Nxb3+', '40.', '41.', 'Kxb3', 'Ka3', 'Qc3+', 'Qa1#', '0-1']",1. e4 Nf3 Nc6 Nf6 4. 5. d3 Nh4 d6 Nd4 8. 9. Nf3 O-O Bg4 Nxf3+ 12. 13. Re1 Be3 Bxe3 Nh5 16. 17. Ng3 d4 exd4 O-O 20. 21. Be2 Bd1 Rae8 Ne6 24. 25. Qb6 Re2 Nf4 d3 28. 29. Qxb5 Bxc2 Rxc2 Rd8 32. 33. a6 a7 Rc1+ Rxa1 36. 37. Ra4 Ke2 Nc1+ Nxb3+ 40. 41. Kxb3 Ka3 Qc3+ Qa1# 0-1 ,https://www.chess.com/game/daily/128468606
2016-02-10,15:02:01,1/259200,1RP2,1377,resigned,0.0,vitiakoz,1315,win,1.0,C25,Vienna-Game-Max-Lange-Defense-3.Bc4-Nf6,"['1.', 'e4', 'Nc3', 'Nf6', 'Nc6', '4.', '5.', 'd3', 'c3', 'Ne6', 'c6', '8.', '9.', 'Bxe6', 'Bg5', 'Qg6', 'h6', '12.', '13.', 'Qxg5', 'd4', 'd6', 'Bb6', '16.', '17.', 'Nxe5', 'O-O', 'Bc7', 'Bxe5', '20.', '21.', 'c4', 'c5', 'Rf5', 'Rf3', '24.', '25.', 'b4', 'f3', 'Rxb4', 'b6', '28.', '29.', 'cxb6', 'a4', 'Ra3', 'Kc7', '32.', '33.', 'Rc1', 'Rb2', 'Bc6', 'Rd3', '36.', '37.', 'Kg2', 'Kh1', 'Rb3+']",1. e4 Nc3 Nf6 Nc6 4. 5. d3 c3 Ne6 c6 8. 9. Bxe6 Bg5 Qg6 h6 12. 13. Qxg5 d4 d6 Bb6 16. 17. Nxe5 O-O Bc7 Bxe5 20. 21. c4 c5 Rf5 Rf3 24. 25. b4 f3 Rxb4 b6 28. 29. cxb6 a4 Ra3 Kc7 32. 33. Rc1 Rb2 Bc6 Rd3 36. 37. Kg2 Kh1 Rb3+ ,https://www.chess.com/game/daily/128612492
